cell_id,group,Disease,Stage,plot_stage,pseudotime,mix_entropy,Batch,OXPHOS,Apoptosis
Normal_3_7_7_2_bar50,Normal,Control,S2,Elongated Sperm,9.205298013245034,0.6317686119223737,Normal_3,2.6026904425665114,0.0682749203153001
Normal_3_7_7_4_bar52,Normal,Control,Z,Early SPC,5.466666666666667,0.8618667612702412,Normal_3,3.212864699628554,0.5496618757636108
Normal_3_7_8_5_bar61,Normal,Control,preP,Late SPC,5.950561797752809,0.7057464344124471,Normal_3,3.26250177717959,0.1636418668229913
Normal_3_7_9_1_bar65,Normal,Control,S1,Round Sperm,8.337430167597764,0.545883901502697,Normal_3,2.745356348286645,0.2701919163501876
Normal_3_8_1_1_bar1,Normal,Control,L3,Early SPC,5.037209302325581,0.9160724926555216,Normal_3,2.7746088854548008,0.5210356631724344
Normal_3_8_1_5_bar5,Normal,Control,D,Late SPC,6.463255813953488,0.3516761192089252,Normal_3,2.899346369343937,0.14777607219538
Normal_3_8_1_8_bar8,Normal,Control,D,Late SPC,6.630697674418604,0.2707180859308279,Normal_3,2.646732151543394,0.2735613687551589
Normal_3_8_10_4_bar76,Normal,Control,Undiff.SPG-1,SPG (Stem),1.7833333333333332,0.9608903873324842,Normal_3,2.905473743097043,0.2920903350121822
Normal_3_8_10_7_bar79,Normal,Control,SPC7,Late SPC,7.340170940170939,0.3258655606291759,Normal_3,2.9308662205448153,0.7290419058823203
Normal_3_8_11_2_bar82,Normal,Control,P,Late SPC,6.060714285714286,0.3258655606291759,Normal_3,2.902877470409648,0.093431037639369
Normal_3_8_11_3_bar83,Normal,Control,Diff.ing SPG,SPG (Stem),3.1438596491228066,0.8529118707301875,Normal_3,3.334006287292503,0.4787140420112717
Normal_3_8_12_4_bar92,Normal,Control,L3,Early SPC,5.097674418604651,0.940686389593858,Normal_3,2.5323098161385804,0.0951985051431201
Normal_3_8_12_5_bar93,Normal,Control,Undiff.SPG-2,SPG (Stem),2.329824561403509,0.8705109726668042,Normal_3,3.14293990889386,0.349648394192162
Normal_3_8_12_8_bar96,Normal,Control,P,Late SPC,6.207142857142856,0.3764618904658653,Normal_3,2.997504887216266,0.2455294739971222
Normal_3_8_2_2_bar10,Normal,Control,Undiff.SPG-1,SPG (Stem),1.8388888888888888,0.9908375918116864,Normal_3,3.0585741552028227,0.909630835245691
Normal_3_8_2_3_bar11,Normal,Control,SPC7,Late SPC,7.275213675213675,0.1016093118462857,Normal_3,2.476625036949893,0.1233736937067133
Normal_3_8_2_7_bar15,Normal,Control,S2,Elongated Sperm,9.287417218543046,0.7192711659547665,Normal_3,2.64664962653626,0.0757202848485122
Normal_3_8_3_1_bar17,Normal,Control,L3,Early SPC,4.972093023255814,0.983198884098092,Normal_3,2.9883595796069073,0.1120700339048266
Normal_3_8_3_2_bar18,Normal,Control,preL-2,Early SPC,3.6774193548387095,0.8788487292656739,Normal_3,2.9069222299485524,0.73940063431934
Normal_3_8_3_3_bar19,Normal,Control,D,Late SPC,6.608372093023256,0.2989239369426592,Normal_3,3.0377555615587224,0.2902804977173
Normal_3_8_3_7_bar23,Normal,Control,preP,Late SPC,5.725842696629213,0.9226477100637912,Normal_3,2.607528787162785,0.0
Normal_3_8_3_8_bar24,Normal,Control,Undiff.SPG-2,SPG (Stem),2.217543859649123,0.8868840152588461,Normal_3,3.343012907515636,0.1207537517935633
Normal_3_8_4_2_bar26,Normal,Control,S3,Elongated Sperm,9.634782608695652,0.3739513666783252,Normal_3,2.558366348394172,0.2801269135531612
Normal_3_8_5_1_bar33,Normal,Control,S1,Round Sperm,8.145251396648046,0.1764720592497063,Normal_3,2.7077960592052657,0.1073990460077646
Normal_3_8_5_2_bar34,Normal,Control,L3,Early SPC,5.134883720930232,0.9768123777328184,Normal_3,1.7803376771628368,0.4484808324241966
Normal_3_8_5_8_bar40,Normal,Control,Diff.ing SPG,SPG (Stem),2.982456140350877,0.7811153285415829,Normal_3,3.340829612486905,0.5166996650931424
Normal_3_8_6_3_bar43,Normal,Control,S1,Round Sperm,8.0268156424581,0.4232915514333092,Normal_3,2.7913574195404287,0.5083532376101667
Normal_3_8_6_5_bar45,Normal,Control,D,Late SPC,6.452093023255814,0.3516761192089252,Normal_3,2.844145108087984,0.487980549199125
Normal_3_8_6_8_bar48,Normal,Control,S1,Round Sperm,8.058100558659218,0.4232915514333092,Normal_3,2.6153072014799754,0.0664850228137383
Normal_3_8_7_4_bar52,Normal,Control,SPC7,Late SPC,7.425641025641027,0.4232915514333092,Normal_3,2.6991510893481374,0.5601334356154245
Normal_3_8_7_5_bar53,Normal,Control,Undiff.SPG-2,SPG (Stem),2.4,0.8705109726668042,Normal_3,3.138883361826424,0.5549130719339989
Normal_3_8_7_6_bar54,Normal,Control,LD,Elongated Sperm,8.9,0.6317686119223737,Normal_3,2.9507929625559575,0.1036463447490945
Normal_3_8_7_7_bar55,Normal,Control,preL-2,Early SPC,3.987096774193549,0.956245250149424,Normal_3,2.6933816960398005,0.1092436876467662
Normal_3_8_8_3_bar59,Normal,Control,Undiff.SPG-1,SPG (Stem),1.855555555555556,0.9961685709791324,Normal_3,2.89580870933758,1.1860553471626225
Normal_3_8_8_4_bar60,Normal,Control,L3,Early SPC,4.9581395348837205,0.9908375918116864,Normal_3,3.0700490079303626,0.8972975847140577
Normal_3_8_8_6_bar62,Normal,Control,Z,Early SPC,5.564444444444444,0.8618667612702412,Normal_3,2.713549969339855,0.1096994075500466
Normal_3_8_8_8_bar64,Normal,Control,preL-2,Early SPC,3.8451612903225807,0.9349520981623264,Normal_3,2.8499045704450614,0.1095809866919332
Normal_3_8_9_1_bar65,Normal,Control,SPC7,Late SPC,7.562393162393163,0.4232915514333092,Normal_3,2.982266466122031,0.4746325991668986
Normal_3_8_9_2_bar66,Normal,Control,S1,Round Sperm,8.051396648044694,0.4232915514333092,Normal_3,2.263382346961591,0.1660177293014266
Normal_3_8_9_5_bar69,Normal,Control,preL-2,Early SPC,3.7806451612903222,0.9160724926555216,Normal_3,2.627848475606773,1.2229476421745566
Normal_3_8_9_7_bar71,Normal,Control,Undiff.SPG-1,SPG (Stem),1.988888888888889,0.992869997555188,Normal_3,2.5824529323371275,0.5823716064369111
Normal_3_8_9_8_bar72,Normal,Control,Z,Early SPC,5.395555555555555,0.8618667612702412,Normal_3,2.5591232894539733,0.3978609435293078
Normal_4_1_1_5_bar5,Normal,Control,Z,Early SPC,5.431111111111111,0.8618667612702412,Normal_4,3.008623508887193,0.0
Normal_4_1_10_4_bar76,Normal,Control,Z,Early SPC,5.484444444444444,0.8618667612702412,Normal_4,3.165779621073064,0.0
Normal_4_1_11_8_bar88,Normal,Control,preL-2,Early SPC,3.7935483870967746,0.9226477100637912,Normal_4,2.933459278950984,0.5271648945385677
Normal_4_1_12_7_bar95,Normal,Control,L3,Early SPC,5.0232558139534875,0.9349520981623264,Normal_4,2.935889816424809,0.2261413322191877
Normal_4_1_3_4_bar20,Normal,Control,Undiff.SPG-2,SPG (Stem),2.3017543859649123,0.8705109726668042,Normal_4,3.0342417416700496,0.1888884159630444
Normal_4_1_4_1_bar25,Normal,Control,preL-2,Early SPC,3.9741935483870967,0.9513308424568568,Normal_4,3.0313095189308483,0.0
Normal_4_1_5_1_bar33,Normal,Control,L3,Early SPC,4.995348837209302,0.965268051444089,Normal_4,3.2748762428672293,0.2567367730256211
Normal_4_1_5_3_bar35,Normal,Control,LD,Elongated Sperm,8.8,0.6156105340949665,Normal_4,3.445895940874295,0.3712334997215766
Normal_4_1_7_2_bar50,Normal,Control,L3,Early SPC,5.1395348837209305,0.980135748457446,Normal_4,2.990269994237482,0.2340387021672388
Normal_4_1_7_3_bar51,Normal,Control,preL-2,Early SPC,3.8193548387096774,0.9289400324929344,Normal_4,3.151335136748693,0.4238884878117944
Normal_4_1_8_4_bar60,Normal,Control,preL-1,Early SPC,3.458823529411765,0.9092115787742614,Normal_4,3.369863974411322,0.5919664282058723
Normal_4_1_8_6_bar62,Normal,Control,preL-2,Early SPC,3.9483870967741934,0.9513308424568568,Normal_4,3.1788422787471413,0.71646767108152
Normal_4_2_1_4_bar4,Normal,Control,preL-2,Early SPC,3.625806451612903,0.8868840152588461,Normal_4,2.9309697518899935,0.4586367223945043
Normal_4_2_10_2_bar74,Normal,Control,Z,Early SPC,5.386666666666667,0.8618667612702412,Normal_4,2.984195792386769,0.0
Normal_4_2_10_4_bar76,Normal,Control,D,Late SPC,6.658604651162792,0.2989239369426592,Normal_4,3.1276953107349827,0.7623831543603782
Normal_4_2_10_7_bar79,Normal,Control,P,Late SPC,6.378571428571429,0.1764720592497063,Normal_4,3.197571657832417,0.3657733843941591
Normal_4_2_11_1_bar81,Normal,Control,preP,Late SPC,5.968539325842697,0.6474532485582359,Normal_4,3.2099913293968605,0.3555006190475256
Normal_4_2_11_2_bar82,Normal,Control,Z,Early SPC,5.573333333333333,0.8618667612702412,Normal_4,3.0229433615695793,0.2519022937075117
Normal_4_2_12_2_bar90,Normal,Control,L3,Early SPC,5.2,0.965268051444089,Normal_4,2.6241207775105457,0.2553909701110266
Normal_4_2_12_3_bar91,Normal,Control,L1/2,Early SPC,4.594594594594595,0.9289400324929344,Normal_4,3.0606719228113377,0.3967234408443742
Normal_4_2_12_5_bar93,Normal,Control,Z,Early SPC,5.591111111111111,0.8618667612702412,Normal_4,2.7031168201339035,0.359046133793953
Normal_4_2_12_8_bar96,Normal,Control,S1,Round Sperm,8.08268156424581,0.4232915514333092,Normal_4,2.88332036576171,0.0924851567768554
Normal_4_2_2_1_bar9,Normal,Control,S1,Round Sperm,8.093854748603352,0.4232915514333092,Normal_4,2.928836920223836,0.2232715867062384
Normal_4_2_2_3_bar11,Normal,Control,S2,Elongated Sperm,9.316556291390729,0.7192711659547665,Normal_4,2.755140345266261,0.1556532706980204
Normal_4_2_2_5_bar13,Normal,Control,SPC7,Late SPC,7.463247863247863,0.4232915514333092,Normal_4,2.954163523192056,0.3861526136466355
Normal_4_2_2_6_bar14,Normal,Control,S2,Elongated Sperm,9.295364238410595,0.7192711659547665,Normal_4,2.825933006136654,0.4161782787128933
Normal_4_2_2_7_bar15,Normal,Control,L3,Early SPC,5.046511627906977,0.9020619953851936,Normal_4,3.0704815125072114,0.52783060787427
Normal_4_2_2_8_bar16,Normal,Control,D,Late SPC,6.474418604651163,0.3516761192089252,Normal_4,2.964538860272389,0.2062834581359855
Normal_4_2_3_1_bar17,Normal,Control,Z,Early SPC,5.475555555555555,0.8618667612702412,Normal_4,3.0948428604062688,0.3968772512325929
Normal_4_2_3_3_bar19,Normal,Control,Diff.ing SPG,SPG (Stem),2.8701754385964913,0.8705109726668042,Normal_4,3.511491859821362,0.1834693269988755
Normal_4_2_3_5_bar21,Normal,Control,Diff.ing SPG,SPG (Stem),3.2,0.9160724926555216,Normal_4,2.7909614409971466,0.1039818748537805
Normal_4_2_4_2_bar26,Normal,Control,SPC7,Late SPC,7.47008547008547,0.4232915514333092,Normal_4,3.4020134002649995,0.5193873290863944
Normal_4_2_4_5_bar29,Normal,Control,Z,Early SPC,5.502222222222223,0.8618667612702412,Normal_4,3.0118464384933237,0.1897740505306644
Normal_4_2_5_1_bar33,Normal,Control,L3,Early SPC,5.060465116279069,0.8946205888882695,Normal_4,3.1644222470317827,0.3360601745815983
Normal_4_2_5_2_bar34,Normal,Control,L1/2,Early SPC,4.756756756756756,0.9289400324929344,Normal_4,2.6415806883970765,0.14514024885865
Normal_4_2_5_6_bar38,Normal,Control,D,Late SPC,6.403720930232558,0.2097688050776946,Normal_4,3.0862181297197773,0.4231346711610101
Normal_4_2_5_7_bar39,Normal,Control,preL-1,Early SPC,3.4117647058823533,0.9092115787742614,Normal_4,2.7472993784291244,0.2018730333708415
Normal_4_2_5_8_bar40,Normal,Control,preL-2,Early SPC,3.8838709677419354,0.940686389593858,Normal_4,3.0048632455522464,0.1049842717563932
Normal_4_2_6_2_bar42,Normal,Control,Undiff.SPG-2,SPG (Stem),2.1684210526315786,0.9226477100637912,Normal_4,3.0477128808962997,0.628693059636881
Normal_4_2_6_8_bar48,Normal,Control,S2,Elongated Sperm,9.49933774834437,0.4503450950463338,Normal_4,2.9073930678370425,0.2544529498406075
Normal_4_2_7_1_bar49,Normal,Control,preP,Late SPC,5.883146067415731,0.7451377602914301,Normal_4,3.26540517078494,0.1863543206564714
Normal_4_2_7_3_bar51,Normal,Control,S1,Round Sperm,8.26145251396648,0.5076575881791653,Normal_4,3.048926406061847,0.3882939625136596
Normal_4_2_7_5_bar53,Normal,Control,L3,Early SPC,5.102325581395349,0.946145240560026,Normal_4,2.757194491500015,0.3106870571144747
Normal_4_2_7_7_bar55,Normal,Control,L3,Early SPC,5.0558139534883715,0.8946205888882695,Normal_4,2.944347864925876,0.1003375855681013
Normal_4_2_7_8_bar56,Normal,Control,Diff.ing SPG,SPG (Stem),3.192982456140351,0.9092115787742614,Normal_4,3.072284018659506,0.4569316769422402
Normal_4_2_8_1_bar57,Normal,Control,Undiff.SPG-2,SPG (Stem),2.3929824561403508,0.8705109726668042,Normal_4,3.053045991351741,0.1073811630340331
Normal_4_2_8_2_bar58,Normal,Control,Undiff.SPG-1,SPG (Stem),1.9666666666666668,0.9974359110054954,Normal_4,2.9443203098990347,0.7241912258818223
Normal_4_2_8_3_bar59,Normal,Control,L1/2,Early SPC,4.583783783783783,0.9289400324929344,Normal_4,3.0058148824081297,0.1314808562272
Normal_4_2_8_4_bar60,Normal,Control,P,Late SPC,6.239285714285715,0.400309645830661,Normal_4,3.150796964704854,0.2556592257389737
Normal_4_2_8_5_bar61,Normal,Control,SPC7,Late SPC,7.44957264957265,0.4232915514333092,Normal_4,3.2071893842048027,0.6120542149324797
Normal_4_2_8_7_bar63,Normal,Control,L3,Early SPC,5.0418604651162795,0.9092115787742614,Normal_4,2.967118851714055,0.5809305943914551
Normal_4_2_8_8_bar64,Normal,Control,ST,Round Sperm,7.92,0.4232915514333092,Normal_4,3.418019183468254,0.1599645677920595
Normal_4_2_9_2_bar66,Normal,Control,P,Late SPC,6.235714285714286,0.400309645830661,Normal_4,2.937212007468787,0.2655609659110564
Normal_4_2_9_3_bar67,Normal,Control,Diff.ing SPG,SPG (Stem),3.066666666666667,0.7323984009446085,Normal_4,3.527794724806876,0.3657173573838322
Normal_4_2_9_4_bar68,Normal,Control,preP,Late SPC,5.964044943820225,0.6626797839948473,Normal_4,3.392535014771677,0.5197719408109894
Normal_4_3_1_2_bar2,Normal,Control,SPC7,Late SPC,7.582905982905983,0.4232915514333092,Normal_4,2.9770926019672896,0.2464502614440822
Normal_4_3_10_1_bar73,Normal,Control,Diff.ing SPG,SPG (Stem),3.0105263157894733,0.7323984009446085,Normal_4,3.212157593347777,0.4999547280512588
Normal_4_3_10_2_bar74,Normal,Control,preL-1,Early SPC,3.505882352941177,0.9020619953851936,Normal_4,2.8701174628053856,0.2409031699529933
Normal_4_3_10_3_bar75,Normal,Control,L3,Early SPC,5.069767441860464,0.9020619953851936,Normal_4,2.7548795810506315,0.1778077503898888
Normal_4_3_10_5_bar77,Normal,Control,D,Late SPC,6.530232558139534,0.3764618904658653,Normal_4,2.9649483923793944,0.3156629671652688
Normal_4_3_10_7_bar79,Normal,Control,L3,Early SPC,5.148837209302326,0.983198884098092,Normal_4,2.8674391740754244,0.265751968884
Normal_4_3_10_8_bar80,Normal,Control,D,Late SPC,6.7516279069767435,0.1016093118462857,Normal_4,3.006207486207912,0.2848184010770589
Normal_4_3_11_8_bar88,Normal,Control,preL-1,Early SPC,3.341176470588236,0.9092115787742614,Normal_4,2.9396042524928143,0.1943688582860089
Normal_4_3_12_1_bar89,Normal,Control,preP,Late SPC,5.941573033707865,0.7323984009446085,Normal_4,3.148512726003214,0.0550772402915632
Normal_4_3_12_4_bar92,Normal,Control,S2,Elongated Sperm,9.390728476821192,0.4668927834005117,Normal_4,2.6130054003100955,0.0481066008084562
Normal_4_3_12_7_bar95,Normal,Control,L3,Early SPC,5.065116279069768,0.9020619953851936,Normal_4,2.9396983139749207,0.1907036089208877
Normal_4_3_2_1_bar9,Normal,Control,SPC7,Late SPC,7.357264957264956,0.4232915514333092,Normal_4,2.1958400302876626,0.0
Normal_4_3_2_4_bar12,Normal,Control,preL-1,Early SPC,3.388235294117647,0.9092115787742614,Normal_4,3.011594085287102,0.7489660007976178
Normal_4_3_2_7_bar15,Normal,Control,preL-2,Early SPC,3.6516129032258062,0.8788487292656739,Normal_4,2.633157542661854,0.2911866934693667
Normal_4_3_3_1_bar17,Normal,Control,S2,Elongated Sperm,9.396026490066223,0.4668927834005117,Normal_4,2.9007549556113377,0.0
Normal_4_3_4_7_bar31,Normal,Control,Undiff.SPG-2,SPG (Stem),2.273684210526316,0.8705109726668042,Normal_4,3.262176135532398,1.0248803703203968
Normal_4_3_4_8_bar32,Normal,Control,S1,Round Sperm,8.031284916201118,0.4232915514333092,Normal_4,2.852306015647841,0.14514024885865
Normal_4_3_5_1_bar33,Normal,Control,S1,Round Sperm,8.04245810055866,0.4232915514333092,Normal_4,2.8127790840280613,0.6223802104468564
Normal_4_3_5_3_bar35,Normal,Control,S2,Elongated Sperm,9.268874172185429,0.7192711659547665,Normal_4,2.96299095851414,0.1897249767666233
Normal_4_3_5_5_bar37,Normal,Control,preL-2,Early SPC,3.9096774193548383,0.946145240560026,Normal_4,2.3975471873031293,0.0
Normal_4_3_5_7_bar39,Normal,Control,S1,Round Sperm,8.129608938547486,0.2989239369426592,Normal_4,2.6189898105727263,0.0
Normal_4_3_5_8_bar40,Normal,Control,Undiff.SPG-1,SPG (Stem),1.8666666666666667,0.9984492478663152,Normal_4,2.736134183804616,0.6996375172765578
Normal_4_3_6_2_bar42,Normal,Control,D,Late SPC,6.651162790697675,0.2707180859308279,Normal_4,2.5617824965447467,0.0
Normal_4_3_6_3_bar43,Normal,Control,S2,Elongated Sperm,9.49403973509934,0.445935362971372,Normal_4,2.853438740607854,0.2546674335864267
Normal_4_3_6_8_bar48,Normal,Control,T,Late SPC,6.800000000000001,0.0574590202865503,Normal_4,2.121337460766636,0.0
Normal_4_3_7_1_bar49,Normal,Control,S2,Elongated Sperm,9.46754966887417,0.4689955935863958,Normal_4,2.945260588877656,0.2307164366817415
Normal_4_3_7_7_bar55,Normal,Control,D,Late SPC,6.448372093023257,0.3258655606291759,Normal_4,2.5000883992713514,0.4542568039876288
Normal_4_3_8_1_bar57,Normal,Control,S1,Round Sperm,8.136312849162012,0.2707180859308279,Normal_4,2.911220874708765,0.48836316581348
Normal_4_3_8_8_bar64,Normal,Control,S2,Elongated Sperm,9.374834437086092,0.4668927834005117,Normal_4,2.8196976289416815,0.1534143831670611
Normal_4_3_9_1_bar65,Normal,Control,D,Late SPC,6.576744186046511,0.3516761192089252,Normal_4,2.970056178802735,0.1331660170710089
Normal_4_3_9_2_bar66,Normal,Control,D,Late SPC,6.640000000000001,0.2707180859308279,Normal_4,2.7979573409276175,0.9119276576063906
Normal_4_3_9_5_bar69,Normal,Control,SPC7,Late SPC,7.569230769230769,0.4232915514333092,Normal_4,2.7566240950284135,0.1846814468011273
Normal_4_4_1_5_bar5,Normal,Control,Undiff.SPG-1,SPG (Stem),1.8833333333333333,0.9997152513086194,Normal_4,3.152490497776845,0.5545921520090182
Normal_4_4_1_6_bar6,Normal,Control,S1,Round Sperm,8.23463687150838,0.5076575881791653,Normal_4,3.2878324725937116,0.2425675576124126
Normal_4_4_10_4_bar76,Normal,Control,preP,Late SPC,5.986516853932584,0.5818055236132329,Normal_4,3.1189515565759693,0.2687777183812522
Normal_4_4_10_6_bar78,Normal,Control,P,Late SPC,6.064285714285714,0.3258655606291759,Normal_4,3.0970107742751662,0.5733122964164494
Normal_4_4_11_1_bar81,Normal,Control,preP,Late SPC,5.833707865168539,0.7451377602914301,Normal_4,3.3710739767979763,0.2009586297131072
Normal_4_4_11_4_bar84,Normal,Control,Diff.ing SPG,SPG (Stem),2.898245614035088,0.8705109726668042,Normal_4,3.142271193255364,0.8569284832356402
Normal_4_4_11_5_bar85,Normal,Control,L3,Early SPC,5.167441860465116,0.9860029065325912,Normal_4,3.0039714226082315,0.5744365788107455
Normal_4_4_12_1_bar89,Normal,Control,Diff.ing SPG,SPG (Stem),2.954385964912281,0.8241369392819331,Normal_4,2.9951449845796687,0.1417998738924711
Normal_4_4_12_3_bar91,Normal,Control,SPC7,Late SPC,7.483760683760684,0.4232915514333092,Normal_4,3.3072319587862946,0.6206207445051132
Normal_4_4_12_7_bar95,Normal,Control,Z,Early SPC,5.582222222222222,0.8618667612702412,Normal_4,3.4179263024098643,0.4925978339888821
Normal_4_4_2_1_bar9,Normal,Control,L3,Early SPC,5.195348837209302,0.969379918165952,Normal_4,2.7521039947548203,0.0
Normal_4_4_2_4_bar12,Normal,Control,Undiff.SPG-2,SPG (Stem),2.2105263157894735,0.8868840152588461,Normal_4,3.442699966923974,0.7926303232566645
Normal_4_4_3_3_bar19,Normal,Control,S1,Round Sperm,8.227932960893856,0.4876093379853579,Normal_4,3.4199692312013306,0.5205070670979509
Normal_4_4_3_4_bar20,Normal,Control,Z,Early SPC,5.537777777777778,0.8618667612702412,Normal_4,3.1264982278447704,0.1838770841637022
Normal_4_4_3_5_bar21,Normal,Control,P,Late SPC,6.057142857142857,0.3258655606291759,Normal_4,3.1011145156757873,0.1874764482337896
Normal_4_4_3_6_bar22,Normal,Control,preL-2,Early SPC,3.8967741935483873,0.946145240560026,Normal_4,3.1785265852249114,0.4609250834460022
Normal_4_4_4_1_bar25,Normal,Control,preP,Late SPC,5.734831460674158,0.9226477100637912,Normal_4,3.296200229018295,0.4351741736756182
Normal_4_4_4_2_bar26,Normal,Control,S2,Elongated Sperm,9.35364238410596,0.6156105340949665,Normal_4,3.119190966185892,0.3439166850306878
Normal_4_4_4_3_bar27,Normal,Control,Undiff.SPG-2,SPG (Stem),2.231578947368421,0.8705109726668042,Normal_4,3.554164679148702,0.638044526685168
Normal_4_4_4_4_bar28,Normal,Control,ST,Round Sperm,7.959999999999999,0.4232915514333092,Normal_4,3.3933130827501525,0.3840219573527478
Normal_4_4_4_5_bar29,Normal,Control,S1,Round Sperm,8.198882681564246,0.1764720592497063,Normal_4,3.2728820181536857,0.5021870198865942
Normal_4_4_4_8_bar32,Normal,Control,Diff.ing SPG,SPG (Stem),2.905263157894737,0.8705109726668042,Normal_4,3.311754690324957,0.5560611893196923
Normal_4_4_5_2_bar34,Normal,Control,S1,Round Sperm,8.288268156424582,0.5076575881791653,Normal_4,3.4200366004631615,0.4371649189341912
Normal_4_4_5_4_bar36,Normal,Control,L1/2,Early SPC,4.648648648648648,0.9289400324929344,Normal_4,3.1761477444162427,0.0
Normal_4_4_5_5_bar37,Normal,Control,S1,Round Sperm,8.339664804469272,0.545883901502697,Normal_4,3.159624756656581,0.2804068547859588
Normal_4_4_6_1_bar41,Normal,Control,L3,Early SPC,5.153488372093023,0.9860029065325912,Normal_4,2.9442868948321057,0.2778567270584555
Normal_4_4_6_5_bar45,Normal,Control,Diff.ing SPG,SPG (Stem),3.150877192982456,0.8618667612702412,Normal_4,3.4138456427228765,0.1803522395132316
Normal_4_4_7_1_bar49,Normal,Control,preP,Late SPC,5.860674157303371,0.7451377602914301,Normal_4,3.364071509786494,0.4993338588016102
Normal_4_4_7_4_bar52,Normal,Control,Diff.ing SPG,SPG (Stem),2.996491228070175,0.7574982110869204,Normal_4,3.397326829634639,0.6789810565356105
Normal_4_4_7_7_bar55,Normal,Control,preP,Late SPC,5.775280898876405,0.8618667612702412,Normal_4,3.188413731209381,0.5504811763002134
Normal_4_4_7_8_bar56,Normal,Control,Diff.ing SPG,SPG (Stem),3.0596491228070177,0.7192711659547665,Normal_4,3.3611727006207897,0.3669007742670453
Normal_4_4_8_2_bar58,Normal,Control,Undiff.SPG-1,SPG (Stem),1.927777777777778,0.999208938861951,Normal_4,3.111076349997103,0.7331781865944689
Normal_4_4_8_3_bar59,Normal,Control,preL-2,Early SPC,3.832258064516129,0.9349520981623264,Normal_4,3.1737982421313022,0.0
Normal_4_4_9_3_bar67,Normal,Control,L3,Early SPC,5.144186046511628,0.983198884098092,Normal_4,3.1182734238689847,0.0
Normal_4_4_9_4_bar68,Normal,Control,Z,Early SPC,5.555555555555555,0.8618667612702412,Normal_4,3.045163803689415,0.3569482940578131
Normal_4_4_9_8_bar72,Normal,Control,L3,Early SPC,4.986046511627907,0.9732275455406916,Normal_4,3.1479541768255412,0.15892058588642
Normal_4_5_1_2_bar2,Normal,Control,Undiff.SPG-1,SPG (Stem),1.8888888888888888,0.9999683631042892,Normal_4,3.189239474269156,0.4319076748466567
Normal_4_5_10_6_bar78,Normal,Control,S2,Elongated Sperm,9.528476821192054,0.4512759791530835,Normal_4,2.8273583397223083,0.0821093283000568
Normal_4_5_10_7_bar79,Normal,Control,Diff.ing SPG,SPG (Stem),3.1719298245614036,0.8868840152588461,Normal_4,3.1841889634270326,0.3249005152880955
Normal_4_5_11_6_bar86,Normal,Control,P,Late SPC,6.146428571428571,0.3258655606291759,Normal_4,3.188399873114958,0.0969839494622248
Normal_4_5_12_8_bar96,Normal,Control,Z,Early SPC,5.493333333333333,0.8618667612702412,Normal_4,3.012996908154533,0.6377946844078588
Normal_4_5_2_1_bar9,Normal,Control,L1/2,Early SPC,4.616216216216216,0.9289400324929344,Normal_4,2.5218379817561054,0.0
Normal_4_5_2_2_bar10,Normal,Control,preP,Late SPC,5.703370786516854,0.9160724926555216,Normal_4,3.357485306085706,0.3650261444986553
Normal_4_5_2_3_bar11,Normal,Control,Undiff.SPG-2,SPG (Stem),2.3087719298245615,0.8705109726668042,Normal_4,2.9732420030685676,0.3271625106239313
Normal_4_5_2_6_bar14,Normal,Control,preL-2,Early SPC,3.729032258064516,0.8946205888882695,Normal_4,2.9331667537274533,0.1553722633717733
Normal_4_5_3_1_bar17,Normal,Control,P,Late SPC,6.357142857142857,0.1764720592497063,Normal_4,3.473753374751321,0.3815370052007873
Normal_4_5_3_6_bar22,Normal,Control,P,Late SPC,6.264285714285714,0.400309645830661,Normal_4,3.247278304178619,0.293814727414811
